framecount,velocity,heading,gain_v,gain_h,cumulative tail angle,pt_0,pt_1,pt_2,pt_3,pt_4,pt_5
384,2.0320075601157522e-07,4.806247141805016,1.0,1.0,1.4896333316928572,[  0 276],[ 38 307],[ 87 315],[135 326],[180 346],[229 346]
385,1.8472796001052293e-07,4.873944121170328,1.0,1.0,1.5481132013596821,[  0 276],[ 38 307],[ 85 321],[133 333],[180 348],[229 349]
386,1.6793450910047539e-07,4.9302165028442415,1.0,1.0,1.4735889720632636,[  0 276],[ 38 307],[ 85 321],[131 339],[178 355],[227 345]
387,1.526677355458867e-07,4.975049735666257,1.0,1.0,1.710635185004414,[  0 276],[ 38 307],[ 85 321],[131 339],[175 360],[224 356]
388,1.3878885049626064e-07,5.012602520566454,1.0,1.0,1.8162171306148953,[  0 276],[ 42 302],[ 90 315],[131 342],[173 367],[222 361]
389,1.2617168226932785e-07,5.044976470250595,1.0,1.0,1.9380595676348125,[  0 276],[ 42 302],[ 90 315],[131 342],[173 367],[222 367]
390,1.1470152933575259e-07,5.075983006053688,1.0,1.0,2.069512771513225,[  0 276],[ 45 297],[ 91 316],[135 338],[174 368],[223 374]
391,1.0427411757795689e-07,5.1075389820178065,1.0,1.0,2.069512771513225,[  0 276],[ 45 297],[ 91 316],[135 338],[174 368],[223 374]
392,9.479465234359717e-08,5.140853740934818,1.0,1.0,2.1731295835100886,[  0 276],[ 45 297],[ 93 310],[140 326],[175 360],[221 378]
393,8.617695667599742e-08,5.177594812213516,1.0,1.0,2.1731295835100886,[  0 276],[ 45 297],[ 93 310],[140 326],[175 360],[221 378]
394,7.834268788727038e-08,5.2157769587735965,1.0,1.0,2.295657028008824,[  0 276],[ 45 297],[ 93 310],[140 326],[179 356],[219 384]
395,7.122062535206398e-08,5.256940002559916,1.0,1.0,2.308593414049256,[  0 276],[ 45 297],[ 94 304],[138 326],[177 356],[217 384]
396,6.474602304733088e-08,5.299180256635089,1.0,1.0,2.1898085305477655,[  0 276],[ 45 297],[ 94 304],[138 326],[180 351],[220 379]
397,5.8860020952118983e-08,5.340895992830722,1.0,1.0,2.098270045451592,[  0 276],[ 45 297],[ 94 304],[142 315],[177 350],[220 374]
398,5.3509109956471806e-08,5.380886900575223,1.0,1.0,2.0702225842625053,[  0 276],[ 45 297],[ 94 304],[142 315],[181 345],[221 373]
399,4.864464541497437e-08,5.41741005032717,1.0,1.0,1.9149350584216227,[  0 276],[ 45 297],[ 94 304],[141 320],[184 345],[228 368]
400,4.422240492270397e-08,5.448723346344315,1.0,1.0,1.9149350584216227,[  0 276],[ 45 297],[ 94 304],[141 320],[184 345],[228 368]
401,4.0202186293367245e-08,5.476650911757426,1.0,1.0,1.9149350584216227,[  0 276],[ 45 297],[ 94 304],[141 320],[184 345],[228 368]
402,3.654744208487931e-08,5.503178997549279,1.0,1.0,1.8324843416733578,[  0 276],[ 45 297],[ 94 304],[142 315],[181 345],[227 363]
403,3.322494734989028e-08,5.529056079257145,1.0,1.0,1.9111236708920067,[  0 276],[ 42 302],[ 91 303],[138 319],[181 344],[225 367]
404,3.0204497590809345e-08,5.55703957507786,1.0,1.0,1.8333838747978015,[  0 276],[ 45 297],[ 94 304],[138 326],[183 346],[229 364]
405,2.745863417346304e-08,5.587166624139032,1.0,1.0,1.8324843416733578,[  0 276],[ 45 297],[ 94 304],[142 315],[181 345],[227 363]
406,2.4962394703148217e-08,5.618432638835284,1.0,1.0,1.8265767506103894,[  0 276],[ 42 302],[ 91 309],[140 314],[179 344],[225 362]
407,2.2693086093771104e-08,5.6516697582666096,1.0,1.0,1.8087915641194539,[  0 276],[ 42 302],[ 91 303],[139 313],[178 343],[224 361]
408,2.063007826706464e-08,5.683223817464838,1.0,1.0,1.7890294884423916,[  0 276],[ 42 302],[ 91 297],[138 313],[181 338],[225 361]
409,1.87546166064224e-08,5.711538585251785,1.0,1.0,1.8278497733100365,[  0 276],[ 45 297],[ 94 304],[143 309],[185 334],[225 362]
410,1.7049651460384e-08,5.735776422408216,1.0,1.0,1.7082874072070886,[  0 276],[ 45 297],[ 94 304],[143 309],[185 334],[228 357]
411,1.5499683145803637e-08,5.752885019400798,1.0,1.0,1.5856903994986704,[  0 276],[ 45 297],[ 94 304],[142 315],[184 340],[232 352]
412,1.409062104163967e-08,5.761840711593856,1.0,1.0,1.5856903994986704,[  0 276],[ 45 297],[ 94 304],[142 315],[184 340],[232 352]
413,1.28096554923997e-08,5.761971715623753,1.0,1.0,1.4577511294422356,[  0 276],[ 45 297],[ 94 304],[143 309],[182 339],[231 345]
414,1.1645141356727e-08,5.752335649459098,1.0,1.0,1.5856903994986704,[  0 276],[ 45 297],[ 94 304],[142 315],[184 340],[232 352]
415,1.0586492142479092e-08,5.733894226193363,1.0,1.0,1.5846843227258638,[  0 276],[ 42 302],[ 91 309],[139 320],[184 340],[232 352]
416,9.624083765890083e-09,5.707257808342831,1.0,1.0,1.6607329243435034,[  0 276],[ 42 302],[ 91 303],[139 313],[182 338],[228 355]
417,8.749167059900075e-09,5.675828215666835,1.0,1.0,1.704475283000161,[  0 276],[ 45 297],[ 94 304],[142 315],[181 345],[229 357]
418,7.953788236272796e-09,5.641885930109773,1.0,1.0,1.704475283000161,[  0 276],[ 45 297],[ 94 304],[142 315],[181 345],[229 357]
419,7.230716578429815e-09,5.6060418436770485,1.0,1.0,1.7136994581718672,[  0 276],[ 45 297],[ 94 304],[142 315],[184 340],[230 358]
420,6.573378707663468e-09,5.570712188734802,1.0,1.0,1.6663315570696209,[  0 276],[ 45 297],[ 94 298],[141 314],[186 333],[230 356]
421,5.975798825148607e-09,5.535204272859779,1.0,1.0,1.5567583200759998,[  0 276],[ 45 297],[ 94 298],[141 314],[184 339],[232 351]
422,5.432544386498733e-09,5.498040121086862,1.0,1.0,1.5567583200759998,[  0 276],[ 45 297],[ 94 298],[141 314],[184 339],[232 351]
423,4.938676714998848e-09,5.460494628271519,1.0,1.0,1.4625541733917233,[  0 276],[ 45 297],[ 94 304],[142 315],[184 340],[233 346]
424,4.489706104544408e-09,5.420245505291658,1.0,1.0,1.4633030643168747,[  0 276],[ 45 297],[ 93 310],[141 321],[183 346],[232 346]
425,4.08155100413128e-09,5.378608836985227,1.0,1.0,1.4583920727598159,[  0 276],[ 42 302],[ 91 309],[139 320],[181 345],[230 345]
426,3.7105009128466177e-09,5.335656062130559,1.0,1.0,1.5792379102738234,[  0 276],[ 42 302],[ 90 315],[139 320],[181 345],[230 351]
427,3.3731826480423796e-09,5.293235282621725,1.0,1.0,1.696762902546567,[  0 276],[ 42 302],[ 91 309],[135 331],[177 356],[226 356]
428,3.0665296800385267e-09,5.253143274046792,1.0,1.0,1.918521708326704,[  0 276],[ 42 302],[ 90 315],[137 331],[180 356],[228 368]
429,2.787754254580479e-09,5.218461796522548,1.0,1.0,2.0475900631344897,[  0 276],[ 42 302],[ 90 315],[137 331],[176 361],[224 373]
430,2.534322049618617e-09,5.189929639089024,1.0,1.0,2.0654374407319804,[  0 276],[ 45 297],[ 93 310],[137 332],[176 362],[224 374]
431,2.3039291360169246e-09,5.168861541879341,1.0,1.0,2.1934464994051774,[  0 276],[ 45 297],[ 93 310],[137 332],[176 362],[222 380]
432,2.0944810327426586e-09,5.157996309414718,1.0,1.0,2.1934464994051774,[  0 276],[ 45 297],[ 93 310],[137 332],[176 362],[222 380]
433,1.9040736661296898e-09,5.156406408536513,1.0,1.0,2.274809322121619,[  0 276],[ 45 297],[ 94 304],[141 320],[172 358],[216 381]
434,1.7309760601178997e-09,5.166102746729227,1.0,1.0,2.2208613733966605,[  0 276],[ 45 297],[ 93 310],[141 321],[176 356],[219 380]
435,1.5736146001071814e-09,5.183579022003031,1.0,1.0,2.176094661905876,[  0 276],[ 45 297],[ 93 310],[140 326],[179 356],[222 379]
436,1.430558727370165e-09,5.20753123142258,1.0,1.0,2.176094661905876,[  0 276],[ 45 297],[ 93 310],[140 326],[179 356],[222 379]
437,1.3005079339728771e-09,5.236333627316203,1.0,1.0,2.176094661905876,[  0 276],[ 45 297],[ 93 310],[140 326],[179 356],[222 379]
438,1.182279939975343e-09,5.268948796931847,1.0,1.0,2.176094661905876,[  0 276],[ 45 297],[ 93 310],[140 326],[179 356],[222 379]
439,1.0747999454321298e-09,5.305030124476601,1.0,1.0,2.2208613733966605,[  0 276],[ 45 297],[ 93 310],[141 321],[176 356],[219 380]
440,9.770908594837544e-10,5.344747175633988,1.0,1.0,2.0847782067743386,[  0 276],[ 45 297],[ 93 310],[141 321],[176 356],[222 374]
441,8.88264417712504e-10,5.386559676454859,1.0,1.0,2.0847782067743386,[  0 276],[ 45 297],[ 93 310],[141 321],[176 356],[222 374]
442,8.075131070113673e-10,5.431771312019719,1.0,1.0,2.0732515461046264,[  0 276],[ 45 297],[ 93 310],[141 321],[180 351],[223 374]
443,7.341028245557884e-10,5.479915888342709,1.0,1.0,2.0535033339608075,[  0 276],[ 45 297],[ 94 304],[141 320],[180 350],[223 373]
444,6.673662041416259e-10,5.531742082644096,1.0,1.0,2.0535033339608075,[  0 276],[ 45 297],[ 94 304],[141 320],[180 350],[223 373]
445,6.066965492196599e-10,5.586904990231411,1.0,1.0,1.9487544405271915,[  0 276],[ 45 297],[ 94 298],[138 320],[180 345],[223 368]
446,5.51542317472418e-10,5.643739847598526,1.0,1.0,2.032446703853068,[  0 276],[ 45 297],[ 94 304],[141 320],[184 345],[225 373]
447,5.014021067931073e-10,5.701588019662892,1.0,1.0,1.9487544405271915,[  0 276],[ 45 297],[ 94 298],[138 320],[180 345],[223 368]
448,4.5582009708464305e-10,5.757613515239324,1.0,1.0,1.830578564040992,[  0 276],[ 45 297],[ 94 298],[138 320],[180 345],[226 363]
449,4.143819064405846e-10,5.807346559250367,1.0,1.0,1.9149350584216227,[  0 276],[ 45 297],[ 94 304],[141 320],[184 345],[228 368]
450,3.767108240368951e-10,5.850749485559776,1.0,1.0,1.9149350584216227,[  0 276],[ 45 297],[ 94 304],[141 320],[184 345],[228 368]
451,3.4246438548808647e-10,5.888154386082279,1.0,1.0,1.8333838747978015,[  0 276],[ 45 297],[ 94 304],[138 326],[183 346],[229 364]
452,3.113312595346241e-10,5.917248896221727,1.0,1.0,1.952070287958618,[  0 276],[ 45 297],[ 94 304],[138 326],[180 351],[226 369]
453,2.8302841775874916e-10,5.940406957101499,1.0,1.0,1.9493634475424828,[  0 276],[ 45 297],[ 94 298],[138 320],[177 350],[223 368]
454,2.5729856159886286e-10,5.957021841429758,1.0,1.0,2.067539324028682,[  0 276],[ 45 297],[ 94 298],[138 320],[177 350],[220 373]
455,2.339077832716935e-10,5.9700355265095215,1.0,1.0,2.067539324028682,[  0 276],[ 45 297],[ 94 298],[138 320],[177 350],[220 373]
456,2.1264343933790318e-10,5.9803858492473445,1.0,1.0,1.9487544405271915,[  0 276],[ 45 297],[ 94 298],[138 320],[180 345],[223 368]
457,1.9331221757991199e-10,5.986695139626565,1.0,1.0,1.9353274574746078,[  0 276],[ 45 297],[ 94 304],[141 320],[180 350],[226 368]
458,1.757383796181018e-10,5.9891476690017935,1.0,1.0,1.9149350584216227,[  0 276],[ 45 297],[ 94 304],[141 320],[184 345],[228 368]
459,1.5976216328918344e-10,5.987815973840853,1.0,1.0,1.9098299704768917,[  0 276],[ 47 291],[ 95 304],[142 320],[185 345],[229 368]
460,1.4523833026289404e-10,5.982364004563818,1.0,1.0,1.9149350584216227,[  0 276],[ 45 297],[ 94 304],[141 320],[184 345],[228 368]
461,1.3203484569354003e-10,5.975091625925341,1.0,1.0,1.9149350584216227,[  0 276],[ 45 297],[ 94 304],[141 320],[184 345],[228 368]
462,1.200316779032182e-10,5.966164329685552,1.0,1.0,1.9149350584216227,[  0 276],[ 45 297],[ 94 304],[141 320],[184 345],[228 368]
463,1.0911970718474382e-10,5.955889744635521,1.0,1.0,1.8138357335569821,[  0 276],[ 45 297],[ 94 298],[141 314],[180 344],[226 362]
464,9.919973380431257e-11,5.943281018220896,1.0,1.0,1.7872688176986573,[  0 276],[ 45 297],[ 94 304],[141 320],[184 345],[230 362]
465,9.01815761857387e-11,5.928188068985843,1.0,1.0,1.7827483682093501,[  0 276],[ 45 297],[ 93 310],[140 326],[185 345],[231 362]
466,8.198325107794427e-11,5.9122034868769155,1.0,1.0,1.6777051458317471,[  0 276],[ 45 297],[ 93 310],[140 326],[183 351],[232 357]
467,7.45302282526766e-11,5.8928346637139635,1.0,1.0,1.7028258377248018,[  0 276],[ 42 302],[ 90 315],[138 326],[180 351],[229 357]
468,6.775475295697873e-11,5.871873070800338,1.0,1.0,1.8216107212262922,[  0 276],[ 42 302],[ 90 315],[138 326],[177 356],[226 362]
469,6.159522996088976e-11,5.852694788476842,1.0,1.0,1.822510254350736,[  0 276],[ 42 302],[ 90 315],[134 337],[179 357],[228 363]
470,5.599566360080887e-11,5.833999648127242,1.0,1.0,1.941215591493913,[  0 276],[ 42 302],[ 90 315],[131 342],[176 362],[225 368]
471,5.090514872800807e-11,5.817362436896774,1.0,1.0,2.1923608762740567,[  0 276],[ 42 302],[ 90 315],[131 342],[176 362],[222 380]
472,4.627740793455279e-11,5.807132840343752,1.0,1.0,2.1831177771199903,[  0 276],[ 42 302],[ 90 315],[134 337],[173 367],[221 379]
